area_name,count,percent
Кульсары,117,0.00002%
Пугачев,116,0.00002%
Ждановский,116,0.00002%
Калачинск,116,0.00002%
Речица,116,0.00002%
Оха,116,0.00002%
Заводоуковск,116,0.00002%
Райчихинск,115,0.00002%
Ноглики,114,0.00002%
Грузия,114,0.00002%
Талица,114,0.00002%
Ершов,114,0.00002%
Беломорск,114,0.00002%
Зея,114,0.00002%
Ртищево,113,0.00002%
Федяково (Нижегородская область),113,0.00002%
Партизанск,113,0.00002%
Красноармейск (Саратовская область),113,0.00002%
Зеленокумск,113,0.00002%
Безенчук,112,0.00002%
Кодинск,112,0.00002%
Бирюч,112,0.00002%
Асино,112,0.00002%
Лодейное Поле,112,0.00002%
Афонино,111,0.00002%
Карасук,111,0.00002%
Светлый,111,0.00002%
Благодарный,111,0.00002%
Хромтау,111,0.00002%
Ува,111,0.00002%
Сингапур,111,0.00002%
Невель,111,0.00002%
Александровск (Пермский край),110,0.00002%
Ленинградская область,110,0.00002%
Новосибирская область,110,0.00002%
Сморгонь,110,0.00002%
Ковдор,110,0.00002%
Высокое,110,0.00002%
Кола,110,0.00002%
Малая Вишера,110,0.00002%
"Михнево (Московская область, Ступинский район)",109,0.00002%
Отрадное (Ленинградская область),109,0.00002%
Самарская область,109,0.00002%
Кушва,108,0.00002%
Шемонаиха (ВКО),108,0.00002%
Хадыженск,108,0.00002%
Воскресенское,108,0.00002%
Белоярский,108,0.00002%
Сельцо,107,0.00002%
Кильмезь (Кировская область),107,0.00002%
Отрадное,107,0.00002%
Кыргызстан,106,0.00002%
Дегтярск,106,0.00002%
Зеленоградск,106,0.00002%
Анна,106,0.00002%
Дальнее Константиново,106,0.00002%
Сатпаев,106,0.00002%
Шумиха,105,0.00002%
Барыш,105,0.00002%
Агидель,105,0.00002%
Каменка (Воронежская область),105,0.00002%
Ковылкино,105,0.00002%
Задонск,105,0.00002%
Аягоз (ВКО),105,0.00002%
Большое Козино,105,0.00002%
Венев,105,0.00002%
Алексеевское,105,0.00002%
Александро-Невский,104,0.00002%
Фурманов,104,0.00002%
Ильичевск,104,0.00002%
Унеча,104,0.00002%
Плавск,104,0.00002%
Дружба (Нижегородская область),104,0.00002%
Медвежьегорск,104,0.00002%
Большое Болдино,104,0.00002%
Швейцария,103,0.00002%
Нефтекумск,103,0.00002%
Гусиноозерск,103,0.00002%
Ковернино,103,0.00002%
Высоковск,103,0.00002%
Афанасьево (Кировская область),103,0.00002%
Аткарск,103,0.00002%
Пикалево,103,0.00002%
Абхазия,103,0.00002%
Буревестник,102,0.00002%
Чаплыгин,102,0.00002%
Вахруши,102,0.00002%
Тучково,102,0.00002%
Староминская,102,0.00002%
Красные Баки,102,0.00002%
Лермонтов,102,0.00002%
Холмск,102,0.00002%
Остров,101,0.00002%
Юрьев-Польский,101,0.00002%
Бутурлино,101,0.00002%
Кукмор,101,0.00002%
Нытва,101,0.00002%
Рыльск,101,0.00002%
Павлоград,101,0.00002%
Струнино,100,0.00002%
Чишмы,100,0.00002%
Большое Мурашкино,100,0.00002%
Жердевка,100,0.00002%
Ильиногорск,100,0.00002%
Вольно-Надеждинское,100,0.00002%
Николаевск,100,0.00002%
Вача,100,0.00002%
Иловля,100,0.00002%
Трехгорный,99,0.00002%
Богородское,99,0.00002%
Вад,99,0.00002%
Пласт,99,0.00002%
Нижние Серги,99,0.00002%
Тбилисская,99,0.00002%
Варнавино,99,0.00002%
Жанаозен,99,0.00002%
Инта,99,0.00002%
Новоаннинский,98,0.00002%
Гагино,98,0.00002%
Новотитаровская,98,0.00002%
Порхов,98,0.00002%
Кадом,98,0.00002%
Смолевичи,98,0.00002%
Кяхта,98,0.00002%
Восточно-Центральный округ,98,0.00002%
Афанасьево,98,0.00002%
Горбатовка,97,0.00002%
Байконур (Кызылорд. обл),97,0.00002%
Суворов,97,0.00002%
Новопавловск,97,0.00002%
Тейково,96,0.00002%
Красная Поляна (Кировская область),96,0.00002%
Поляны,96,0.00002%
Санчурск,96,0.00002%
Усть-Луга,96,0.00002%
Кашин,96,0.00002%
Болгар,96,0.00002%
Гусь-Железный,96,0.00002%
Восточный (Кировская область),96,0.00002%
Шушары,96,0.00002%
Бразилия,96,0.00002%
Захарово,96,0.00002%
Судогда,96,0.00002%
Австралия,96,0.00002%
Восточно-Сибирский округ,95,0.00002%
Оса,95,0.00002%
Мукачево,95,0.00002%
Краснослободск (Волгоградская область),95,0.00002%
Петровск-Забайкальский,95,0.00002%
Ленинское,95,0.00002%
Выездное,95,0.00002%
Северодонецк,95,0.00002%
Каменка (Пензенская область),95,0.00002%
Пролетарск,94,0.00001%
Трубчевск,94,0.00001%
Ижевское,94,0.00001%
Вахтан,94,0.00001%
Республика Татарстан,94,0.00001%
Линда,94,0.00001%
Мостовской,94,0.00001%
Инза,94,0.00001%
Сосновское,94,0.00001%
Центральный,94,0.00001%
Ермишь,94,0.00001%
Славянск,93,0.00001%
Гидроторф,93,0.00001%
Соль-Илецк,93,0.00001%
Константиновск,93,0.00001%
Решетиха,93,0.00001%
Петровск,93,0.00001%
Арбаж,93,0.00001%
Спасское,93,0.00001%
Колпашево,93,0.00001%
Гороховец,93,0.00001%
Беслан,93,0.00001%
Гремячево,92,0.00001%
Покачи,92,0.00001%
Севск,92,0.00001%
Пронск,92,0.00001%
Арья,92,0.00001%
Искра (Рязанский район),92,0.00001%
Мышкин,92,0.00001%
Октябрьский (Рязанская область),91,0.00001%
Октябрьск,91,0.00001%
Юрья,91,0.00001%
Шилка,91,0.00001%
Баграмово,91,0.00001%
Верея,91,0.00001%
Виля,91,0.00001%
Грязное (Рязанская область),91,0.00001%
Кикнур,91,0.00001%
Цимлянск,91,0.00001%
Милославское,91,0.00001%
Опарино,91,0.00001%
Джалал-Абад,91,0.00001%
Старожилово,91,0.00001%
Лянтор,91,0.00001%
Кемь,91,0.00001%
Палласовка,91,0.00001%
Славянка (Приморский край),91,0.00001%
Починки,91,0.00001%
Алтай (Зыряновск),91,0.00001%
Медногорск,90,0.00001%
Суровикино,90,0.00001%
Лесной (Кировская область),90,0.00001%
Пижма,90,0.00001%
Щигры,90,0.00001%
Сапожок,90,0.00001%
Аргентина,90,0.00001%
Нагорск,90,0.00001%
Печоры,90,0.00001%
Сеченово,90,0.00001%
Фалёнки,90,0.00001%
Пижанка,90,0.00001%
Путятино,90,0.00001%
Светлогорск (Беларусь),90,0.00001%
Досчатое,90,0.00001%
Мирный (Кировская область),90,0.00001%
Елатьма,90,0.00001%
Советск (Тульская область),89,0.00001%
Калининск,89,0.00001%
Тавда,89,0.00001%
Льгов,89,0.00001%
Волгореченск,89,0.00001%
Мурыгино,89,0.00001%
Даровской,89,0.00001%
Тайга,89,0.00001%
Талгар,89,0.00001%
Краснослободск (Республика Мордовия),89,0.00001%
Песковка,89,0.00001%
Лебяжье (Кировская область),89,0.00001%
Ядрин,89,0.00001%
Могоча,89,0.00001%
Мулино,88,0.00001%
Харабали,88,0.00001%
Корсаков,88,0.00001%
Нелидово,88,0.00001%
Новомосковск (Днепропетровская область),88,0.00001%
Сабетта (Ямало-Ненецкий АО),88,0.00001%
Сокольское,88,0.00001%
Первомайский (Кировская область),88,0.00001%
Алёшино (Сасовский район),88,0.00001%
Лукино,88,0.00001%
Свеча,88,0.00001%
Лальск,88,0.00001%
Няндома,88,0.00001%
Волосово,88,0.00001%
Шатки,88,0.00001%
Лесной (Рязанская область),88,0.00001%
Павелец,88,0.00001%
Италия,88,0.00001%
Тоншаево,87,0.00001%
Светлополянск,87,0.00001%
Саратовская область,87,0.00001%
Билибино,87,0.00001%
Верхошижемье,87,0.00001%
Тумботино,87,0.00001%
Денежниково (Рязанская область),87,0.00001%
Тонкино,87,0.00001%
Кумены,87,0.00001%
Сараи,87,0.00001%
Оричи,87,0.00001%
Ухолово (Рязанская область),87,0.00001%
Алупка,87,0.00001%
Подосиновец,87,0.00001%
Юганец,86,0.00001%
Подвязье (Рязанская область),86,0.00001%
Данилов,86,0.00001%
Новосмолинский,86,0.00001%
Демьяново,86,0.00001%
Уни,86,0.00001%
Осташков,86,0.00001%
Пителино,86,0.00001%
Рамонь,86,0.00001%
Пильна,86,0.00001%
Краснодарский край,86,0.00001%
Шаранга,86,0.00001%
Чернуха,86,0.00001%
Лакаш,86,0.00001%
Сухиничи,86,0.00001%
Ожерелье,86,0.00001%
Истье (Рязанская область),86,0.00001%
Саваслейка,85,0.00001%
посёлок Память Парижской Коммуны,85,0.00001%
Верхне-Приволжский округ,85,0.00001%
Апастово,85,0.00001%
Кирицы,85,0.00001%
Лойно,85,0.00001%
Пестово,85,0.00001%
Крутоярский (Рязанская область),85,0.00001%
Суроватиха,85,0.00001%
Стрижи,85,0.00001%
"Мосолово (Рязанская область, Шиловский район)",85,0.00001%
Боготол,85,0.00001%
Слоним,85,0.00001%
Нерчинск,85,0.00001%
Шишкин Лес,85,0.00001%
Шиморское,85,0.00001%
Опочка,85,0.00001%
Развилка (Московская область),85,0.00001%
Сотницыно,85,0.00001%
Нема,84,0.00001%
Шацк (Рязанская область),84,0.00001%
Сява,84,0.00001%
Дорогобуж,84,0.00001%
Сухобезводное,84,0.00001%
Балтаси,84,0.00001%
Тужа,84,0.00001%
Аргамаково (Рязанская область),84,0.00001%
Тетюши,84,0.00001%
Тума,84,0.00001%
Ростовская область,84,0.00001%
Мухтолово,84,0.00001%
Тазовский,84,0.00001%
поселок Степана Разина,83,0.00001%
Туркменистан,83,0.00001%
Рудничный,83,0.00001%
Краснозаводск,83,0.00001%
Оболенск,83,0.00001%
Жуковка (Брянская область),83,0.00001%
Льгово (Рязанская область),83,0.00001%
Криуша (Рязанская область),83,0.00001%
Троица (Рязанская область),83,0.00001%
Горловка,83,0.00001%
Мурмино,83,0.00001%
Сатис,83,0.00001%
Ленинск,83,0.00001%
Свирск,83,0.00001%
Грязовец,83,0.00001%
Пересвет,83,0.00001%
Сосенский,83,0.00001%
Инякино,83,0.00001%
Моздок,82,0.00001%
Кутаиси,82,0.00001%
Кустаревка (Рязанская область),82,0.00001%
Вичуга,82,0.00001%
Абдулино,82,0.00001%
Катав-Ивановск,82,0.00001%
Кременки,82,0.00001%
Придорожный (Рязанская область),82,0.00001%
Магас,82,0.00001%
Заславль,82,0.00001%
Полярные Зори,82,0.00001%
Татарск,82,0.00001%
Кузьминское (Рязанская область),82,0.00001%
Ивангород,81,0.00001%
Новый Киструс,81,0.00001%
Меньшие Можары,81,0.00001%
Кирсанов,81,0.00001%
Никольск (Пензенская область),81,0.00001%
Лесное Конобеево,81,0.00001%
Стародуб,81,0.00001%
Ухолово,81,0.00001%
Сасыкино,81,0.00001%
Горнозаводск,81,0.00001%
Старое Березово,81,0.00001%
Верхний Тагил,81,0.00001%
Калязин,80,0.00001%
Алексеевка (Самарская область),80,0.00001%
Индонезия,80,0.00001%
Мальта,80,0.00001%
Липки,79,0.00001%
Бородино,79,0.00001%
